division_number,division_header,title_number,title_header,subtitle,part,section_number,section_header,text
A,21st Century Cures,IV,Delivery,,,4005.,Leveraging electronic health records to improve patient care,"(1) (1) that is established and operated by a clinician-led or controlled, tax-exempt (pursuant to section 501(c) of the Internal Revenue Code of 1986), professional society or other similar clinician-led or -controlled organization, or such organization’s controlled affiliate, devoted to the care of a population defined by a particular disease, condition, exposure or therapy;."
A,21st Century Cures,IV,Delivery,,,4005.,Leveraging electronic health records to improve patient care,"(2) (2) that is designed to collect detailed, standardized data on an ongoing basis for medical procedures, services, or therapies for particular diseases, conditions, or exposures;."
A,21st Century Cures,IV,Delivery,,,4005.,Leveraging electronic health records to improve patient care,(3) (3) that provides feedback to participants who submit reports to the repository;.
A,21st Century Cures,IV,Delivery,,,4005.,Leveraging electronic health records to improve patient care,"(4) (4) that meets standards for data quality including— (A) (A) systematically collecting clinical and other health care data, using standardized data elements and having procedures in place to verify the completeness and validity of those data; and (B) (B) being subject to regular data checks or audits to verify completeness and validity; and."
A,21st Century Cures,IV,Delivery,,,4005.,Leveraging electronic health records to improve patient care,"(A) (A) systematically collecting clinical and other health care data, using standardized data elements and having procedures in place to verify the completeness and validity of those data; and."
A,21st Century Cures,IV,Delivery,,,4005.,Leveraging electronic health records to improve patient care,(B) (B) being subject to regular data checks or audits to verify completeness and validity; and.
A,21st Century Cures,IV,Delivery,,,4005.,Leveraging electronic health records to improve patient care,(5) (5) that provides ongoing participant training and support..
A,21st Century Cures,IV,Delivery,,,4005.,Leveraging electronic health records to improve patient care,"(c) (c) Treatment of health information technology developers with respect to patient safety organizations (1) (1) In general In applying part C of title IX of the Public Health Service Act ( 42 U.S.C. 299b–21 et seq. ), a health information technology developer shall be treated as a provider (as defined in section 921 of such Act) for purposes of reporting and conducting patient safety activities concerning improving clinical care through the use of health information technology that could result in improved patient safety, health care quality, or health care outcomes. (2) (2) Report Not later than 4 years after the date of enactment of this Act, the Secretary of Health and Human Services shall submit to the Committee on Health, Education, Labor, and Pensions of the Senate and the Committee on Energy and Commerce of the House of Representatives, a report concerning best practices and current trends voluntarily provided, without identifying individual providers or disclosing or using protected health information or individually identifiable information, by patient safety organizations to improve the integration of health information technology into clinical practice.."
A,21st Century Cures,IV,Delivery,,,4005.,Leveraging electronic health records to improve patient care,"(1) (1) In general In applying part C of title IX of the Public Health Service Act ( 42 U.S.C. 299b–21 et seq. ), a health information technology developer shall be treated as a provider (as defined in section 921 of such Act) for purposes of reporting and conducting patient safety activities concerning improving clinical care through the use of health information technology that could result in improved patient safety, health care quality, or health care outcomes.."
A,21st Century Cures,IV,Delivery,,,4005.,Leveraging electronic health records to improve patient care,"(2) (2) Report Not later than 4 years after the date of enactment of this Act, the Secretary of Health and Human Services shall submit to the Committee on Health, Education, Labor, and Pensions of the Senate and the Committee on Energy and Commerce of the House of Representatives, a report concerning best practices and current trends voluntarily provided, without identifying individual providers or disclosing or using protected health information or individually identifiable information, by patient safety organizations to improve the integration of health information technology into clinical practice.."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(a) (a) Use of health information exchanges for patient access Section 3009 of the Public Health Service Act ( 42 U.S.C. 300jj–19 ) is amended by adding at the end the following: (c) (c) Promoting patient access to electronic health information through health information exchanges (1) (1) In general The Secretary shall use existing authorities to encourage partnerships between health information exchange organizations and networks and health care providers, health plans, and other appropriate entities with the goal of offering patients access to their electronic health information in a single, longitudinal format that is easy to understand, secure, and may be updated automatically. (2) (2) Education of providers The Secretary, in coordination with the Office for Civil Rights of the Department of Health and Human Services, shall— (A) (A) educate health care providers on ways of leveraging the capabilities of health information exchanges (or other relevant platforms) to provide patients with access to their electronic health information; (B) (B) clarify misunderstandings by health care providers about using health information exchanges (or other relevant platforms) for patient access to electronic health information; and (C) (C) to the extent practicable, educate providers about health information exchanges (or other relevant platforms) that employ some or all of the capabilities described in paragraph (1). (3) (3) Requirements In carrying out paragraph (1), the Secretary, in coordination with the Office for Civil Rights, shall issue guidance to health information exchanges related to best practices to ensure that the electronic health information provided to patients is— (A) (A) private and secure; (B) (B) accurate; (C) (C) verifiable; and (D) (D) where a patient’s authorization to exchange information is required by law, easily exchanged pursuant to such authorization. (4) (4) Rule of construction Nothing in this subsection shall be construed to preempt State laws applicable to patient consent for the access of information through a health information exchange (or other relevant platform) that provide protections to patients that are greater than the protections otherwise provided for under applicable Federal law."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(d) (d) Efforts To promote access to health information The National Coordinator and the Office for Civil Rights of the Department of Health and Human Services shall jointly promote patient access to health information in a manner that would ensure that such information is available in a form convenient for the patient, in a reasonable manner, without burdening the health care provider involved. (e) (e) Accessibility of patient records (1) (1) Accessibility and updating of information (A) (A) In general The Secretary, in consultation with the National Coordinator, shall promote policies that ensure that a patient’s electronic health information is accessible to that patient and the patient's designees, in a manner that facilitates communication with the patient’s health care providers and other individuals, including researchers, consistent with such patient’s consent. (B) (B) Updating education on accessing and exchanging personal health information To promote awareness that an individual has a right of access to inspect, obtain a copy of, and transmit to a third party a copy of such individual's protected health information pursuant to the Health Information Portability and Accountability Act, Privacy Rule (subpart E of part 164 of title 45, Code of Federal Regulations), the Director of the Office for Civil Rights, in consultation with the National Coordinator, shall assist individuals and health care providers in understanding a patient’s rights to access and protect personal health information under the Health Insurance Portability and Accountability Act of 1996 ( Public Law 104–191 ), including providing best practices for requesting personal health information in a computable format, including using patient portals or third-party applications and common cases when a provider is permitted to exchange and provide access to health information. ."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(2) (2) Certifying usability for patients In carrying out certification programs under section 3001(c)(5), the National Coordinator may require that— (A) (A) the certification criteria support— (i) (i) patient access to their electronic health information, including in a single longitudinal format that is easy to understand, secure, and may be updated automatically; (ii) (ii) the patient's ability to electronically communicate patient-reported information (such as family history and medical history); and (iii) (iii) patient access to their personal electronic health information for research at the option of the patient; and (B) (B) the HIT Advisory Committee develop and prioritize standards, implementation specifications, and certification criteria required to help support patient access to electronic health information, patient usability, and support for technologies that offer patients access to their electronic health information in a single, longitudinal format that is easy to understand, secure, and may be updated automatically. .."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(c) (c) Promoting patient access to electronic health information through health information exchanges (1) (1) In general The Secretary shall use existing authorities to encourage partnerships between health information exchange organizations and networks and health care providers, health plans, and other appropriate entities with the goal of offering patients access to their electronic health information in a single, longitudinal format that is easy to understand, secure, and may be updated automatically. (2) (2) Education of providers The Secretary, in coordination with the Office for Civil Rights of the Department of Health and Human Services, shall— (A) (A) educate health care providers on ways of leveraging the capabilities of health information exchanges (or other relevant platforms) to provide patients with access to their electronic health information; (B) (B) clarify misunderstandings by health care providers about using health information exchanges (or other relevant platforms) for patient access to electronic health information; and (C) (C) to the extent practicable, educate providers about health information exchanges (or other relevant platforms) that employ some or all of the capabilities described in paragraph (1). (3) (3) Requirements In carrying out paragraph (1), the Secretary, in coordination with the Office for Civil Rights, shall issue guidance to health information exchanges related to best practices to ensure that the electronic health information provided to patients is— (A) (A) private and secure; (B) (B) accurate; (C) (C) verifiable; and (D) (D) where a patient’s authorization to exchange information is required by law, easily exchanged pursuant to such authorization. (4) (4) Rule of construction Nothing in this subsection shall be construed to preempt State laws applicable to patient consent for the access of information through a health information exchange (or other relevant platform) that provide protections to patients that are greater than the protections otherwise provided for under applicable Federal law.."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(1) (1) In general The Secretary shall use existing authorities to encourage partnerships between health information exchange organizations and networks and health care providers, health plans, and other appropriate entities with the goal of offering patients access to their electronic health information in a single, longitudinal format that is easy to understand, secure, and may be updated automatically.."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(2) (2) Education of providers The Secretary, in coordination with the Office for Civil Rights of the Department of Health and Human Services, shall— (A) (A) educate health care providers on ways of leveraging the capabilities of health information exchanges (or other relevant platforms) to provide patients with access to their electronic health information; (B) (B) clarify misunderstandings by health care providers about using health information exchanges (or other relevant platforms) for patient access to electronic health information; and (C) (C) to the extent practicable, educate providers about health information exchanges (or other relevant platforms) that employ some or all of the capabilities described in paragraph (1).."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,(A) (A) educate health care providers on ways of leveraging the capabilities of health information exchanges (or other relevant platforms) to provide patients with access to their electronic health information;.
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,(B) (B) clarify misunderstandings by health care providers about using health information exchanges (or other relevant platforms) for patient access to electronic health information; and.
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(C) (C) to the extent practicable, educate providers about health information exchanges (or other relevant platforms) that employ some or all of the capabilities described in paragraph (1).."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(3) (3) Requirements In carrying out paragraph (1), the Secretary, in coordination with the Office for Civil Rights, shall issue guidance to health information exchanges related to best practices to ensure that the electronic health information provided to patients is— (A) (A) private and secure; (B) (B) accurate; (C) (C) verifiable; and (D) (D) where a patient’s authorization to exchange information is required by law, easily exchanged pursuant to such authorization.."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,(A) (A) private and secure;.
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,(B) (B) accurate;.
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,(C) (C) verifiable; and.
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(D) (D) where a patient’s authorization to exchange information is required by law, easily exchanged pursuant to such authorization.."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,(4) (4) Rule of construction Nothing in this subsection shall be construed to preempt State laws applicable to patient consent for the access of information through a health information exchange (or other relevant platform) that provide protections to patients that are greater than the protections otherwise provided for under applicable Federal law..
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(d) (d) Efforts To promote access to health information The National Coordinator and the Office for Civil Rights of the Department of Health and Human Services shall jointly promote patient access to health information in a manner that would ensure that such information is available in a form convenient for the patient, in a reasonable manner, without burdening the health care provider involved.."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(e) (e) Accessibility of patient records (1) (1) Accessibility and updating of information (A) (A) In general The Secretary, in consultation with the National Coordinator, shall promote policies that ensure that a patient’s electronic health information is accessible to that patient and the patient's designees, in a manner that facilitates communication with the patient’s health care providers and other individuals, including researchers, consistent with such patient’s consent. (B) (B) Updating education on accessing and exchanging personal health information To promote awareness that an individual has a right of access to inspect, obtain a copy of, and transmit to a third party a copy of such individual's protected health information pursuant to the Health Information Portability and Accountability Act, Privacy Rule (subpart E of part 164 of title 45, Code of Federal Regulations), the Director of the Office for Civil Rights, in consultation with the National Coordinator, shall assist individuals and health care providers in understanding a patient’s rights to access and protect personal health information under the Health Insurance Portability and Accountability Act of 1996 ( Public Law 104–191 ), including providing best practices for requesting personal health information in a computable format, including using patient portals or third-party applications and common cases when a provider is permitted to exchange and provide access to health information.."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(1) (1) Accessibility and updating of information (A) (A) In general The Secretary, in consultation with the National Coordinator, shall promote policies that ensure that a patient’s electronic health information is accessible to that patient and the patient's designees, in a manner that facilitates communication with the patient’s health care providers and other individuals, including researchers, consistent with such patient’s consent. (B) (B) Updating education on accessing and exchanging personal health information To promote awareness that an individual has a right of access to inspect, obtain a copy of, and transmit to a third party a copy of such individual's protected health information pursuant to the Health Information Portability and Accountability Act, Privacy Rule (subpart E of part 164 of title 45, Code of Federal Regulations), the Director of the Office for Civil Rights, in consultation with the National Coordinator, shall assist individuals and health care providers in understanding a patient’s rights to access and protect personal health information under the Health Insurance Portability and Accountability Act of 1996 ( Public Law 104–191 ), including providing best practices for requesting personal health information in a computable format, including using patient portals or third-party applications and common cases when a provider is permitted to exchange and provide access to health information.."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(A) (A) In general The Secretary, in consultation with the National Coordinator, shall promote policies that ensure that a patient’s electronic health information is accessible to that patient and the patient's designees, in a manner that facilitates communication with the patient’s health care providers and other individuals, including researchers, consistent with such patient’s consent.."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(B) (B) Updating education on accessing and exchanging personal health information To promote awareness that an individual has a right of access to inspect, obtain a copy of, and transmit to a third party a copy of such individual's protected health information pursuant to the Health Information Portability and Accountability Act, Privacy Rule (subpart E of part 164 of title 45, Code of Federal Regulations), the Director of the Office for Civil Rights, in consultation with the National Coordinator, shall assist individuals and health care providers in understanding a patient’s rights to access and protect personal health information under the Health Insurance Portability and Accountability Act of 1996 ( Public Law 104–191 ), including providing best practices for requesting personal health information in a computable format, including using patient portals or third-party applications and common cases when a provider is permitted to exchange and provide access to health information.."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(2) (2) Certifying usability for patients In carrying out certification programs under section 3001(c)(5), the National Coordinator may require that— (A) (A) the certification criteria support— (i) (i) patient access to their electronic health information, including in a single longitudinal format that is easy to understand, secure, and may be updated automatically; (ii) (ii) the patient's ability to electronically communicate patient-reported information (such as family history and medical history); and (iii) (iii) patient access to their personal electronic health information for research at the option of the patient; and (B) (B) the HIT Advisory Committee develop and prioritize standards, implementation specifications, and certification criteria required to help support patient access to electronic health information, patient usability, and support for technologies that offer patients access to their electronic health information in a single, longitudinal format that is easy to understand, secure, and may be updated automatically.."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(A) (A) the certification criteria support— (i) (i) patient access to their electronic health information, including in a single longitudinal format that is easy to understand, secure, and may be updated automatically; (ii) (ii) the patient's ability to electronically communicate patient-reported information (such as family history and medical history); and (iii) (iii) patient access to their personal electronic health information for research at the option of the patient; and."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(i) (i) patient access to their electronic health information, including in a single longitudinal format that is easy to understand, secure, and may be updated automatically;."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,(ii) (ii) the patient's ability to electronically communicate patient-reported information (such as family history and medical history); and.
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,(iii) (iii) patient access to their personal electronic health information for research at the option of the patient; and.
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(B) (B) the HIT Advisory Committee develop and prioritize standards, implementation specifications, and certification criteria required to help support patient access to electronic health information, patient usability, and support for technologies that offer patients access to their electronic health information in a single, longitudinal format that is easy to understand, secure, and may be updated automatically.."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(b) (b) Access to information in an electronic format Section 13405(e) of the Health Information Technology for Economic and Clinical Health Act ( 42 U.S.C. 17935 ) is amended— (1) (1) in paragraph (1), by striking and at the end; (2) (2) by redesignating paragraph (2) as paragraph (3); and (3) (3) by inserting after paragraph (1), the following: (2) (2) if the individual makes a request to a business associate for access to, or a copy of, protected health information about the individual, or if an individual makes a request to a business associate to grant such access to, or transmit such copy directly to, a person or entity designated by the individual, a business associate may provide the individual with such access or copy, which may be in an electronic form, or grant or transmit such access or copy to such person or entity designated by the individual; and .."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(1) (1) in paragraph (1), by striking and at the end;."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,(2) (2) by redesignating paragraph (2) as paragraph (3); and.
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(3) (3) by inserting after paragraph (1), the following: (2) (2) if the individual makes a request to a business associate for access to, or a copy of, protected health information about the individual, or if an individual makes a request to a business associate to grant such access to, or transmit such copy directly to, a person or entity designated by the individual, a business associate may provide the individual with such access or copy, which may be in an electronic form, or grant or transmit such access or copy to such person or entity designated by the individual; and .."
A,21st Century Cures,IV,Delivery,,,4006.,Empowering patients and improving patient access to their electronic health information,"(2) (2) if the individual makes a request to a business associate for access to, or a copy of, protected health information about the individual, or if an individual makes a request to a business associate to grant such access to, or transmit such copy directly to, a person or entity designated by the individual, a business associate may provide the individual with such access or copy, which may be in an electronic form, or grant or transmit such access or copy to such person or entity designated by the individual; and."
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,"(a) (a) In general Not later than 1 year after the date of enactment of this Act, the Comptroller General of the United States shall conduct a study to— (1) (1) review the policies and activities of the Office of the National Coordinator for Health Information Technology and other relevant stakeholders, which may include standards development organizations, experts in the technical aspects of health information technology, health information technology developers, providers of health services, health care suppliers, health care payers, health care quality organizations, States, health information technology policy experts, and other appropriate entities, to ensure appropriate patient matching to protect patient privacy and security with respect to electronic health records and the exchange of electronic health information; and (2) (2) survey ongoing efforts related to the policies and activities described in paragraph (1) and the effectiveness of such efforts occurring in the private sector.."
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,"(1) (1) review the policies and activities of the Office of the National Coordinator for Health Information Technology and other relevant stakeholders, which may include standards development organizations, experts in the technical aspects of health information technology, health information technology developers, providers of health services, health care suppliers, health care payers, health care quality organizations, States, health information technology policy experts, and other appropriate entities, to ensure appropriate patient matching to protect patient privacy and security with respect to electronic health records and the exchange of electronic health information; and."
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,(2) (2) survey ongoing efforts related to the policies and activities described in paragraph (1) and the effectiveness of such efforts occurring in the private sector..
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,"(b) (b) Areas of concentration In conducting the study under subsection (a), the Comptroller General shall— (1) (1) evaluate current methods used in certified electronic health records for patient matching based on performance related to factors such as— (A) (A) the privacy of patient information; (B) (B) the security of patient information; (C) (C) improving matching rates; (D) (D) reducing matching errors; and (E) (E) reducing duplicate records; and (2) (2) determine whether the Office of the National Coordinator for Health Information Technology could improve patient matching by taking steps including— (A) (A) defining additional data elements to assist in patient data matching; (B) (B) agreeing on a required minimum set of elements that need to be collected and exchanged; (C) (C) requiring electronic health records to have the ability to make certain fields required and use specific standards; and (D) (D) other options recommended by the relevant stakeholders consulted pursuant to subsection (a).."
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,(1) (1) evaluate current methods used in certified electronic health records for patient matching based on performance related to factors such as— (A) (A) the privacy of patient information; (B) (B) the security of patient information; (C) (C) improving matching rates; (D) (D) reducing matching errors; and (E) (E) reducing duplicate records; and.
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,(A) (A) the privacy of patient information;.
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,(B) (B) the security of patient information;.
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,(C) (C) improving matching rates;.
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,(D) (D) reducing matching errors; and.
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,(E) (E) reducing duplicate records; and.
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,(2) (2) determine whether the Office of the National Coordinator for Health Information Technology could improve patient matching by taking steps including— (A) (A) defining additional data elements to assist in patient data matching; (B) (B) agreeing on a required minimum set of elements that need to be collected and exchanged; (C) (C) requiring electronic health records to have the ability to make certain fields required and use specific standards; and (D) (D) other options recommended by the relevant stakeholders consulted pursuant to subsection (a)..
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,(A) (A) defining additional data elements to assist in patient data matching;.
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,(B) (B) agreeing on a required minimum set of elements that need to be collected and exchanged;.
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,(C) (C) requiring electronic health records to have the ability to make certain fields required and use specific standards; and.
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,(D) (D) other options recommended by the relevant stakeholders consulted pursuant to subsection (a)..
A,21st Century Cures,IV,Delivery,,,4007.,GAO study on patient matching,"(c) (c) Report Not later than 2 years after the date of enactment of this Act, the Comptroller General shall submit to the appropriate committees of Congress a report concerning the findings of the study conducted under subsection (a).."
A,21st Century Cures,IV,Delivery,,,4008.,GAO study on patient access to health information,"(a) (a) Study (1) (1) In general The Comptroller General of the United States (referred to in this section as the Comptroller General ) shall build on prior Government Accountability Office studies and other literature review and conduct a study to review patient access to their own protected health information, including barriers to such patient access and complications or difficulties providers experience in providing access to patients. In conducting such study, the Comptroller General shall consider the increase in adoption of health information technology and the increasing prevalence of protected health information that is maintained electronically. (2) (2) Areas of concentration In conducting the review under paragraph (1), the Comptroller General shall consider— (A) (A) instances when covered entities charge individuals, including patients, third parties, and health care providers, for record requests, including records that are requested in an electronic format; (B) (B) examples of the amounts and types of fees charged to individuals for record requests, including instances when the record is requested to be transmitted to a third party; (C) (C) the extent to which covered entities are unable to provide the access requested by individuals in the form and format requested by the individual, including examples of such instances; (D) (D) instances in which third parties may request protected health information through patients’ individual right of access, including instances where such requests may be used to circumvent appropriate fees that may be charged to third parties; (E) (E) opportunities that permit covered entities to charge appropriate fees to third parties for patient records while providing patients with access to their protected health information at low or no cost; (F) (F) the ability of providers to distinguish between requests originating from an individual that require limitation to a cost-based fee and requests originating from third parties that may not be limited to cost-based fees; and (G) (G) other circumstances that may inhibit the ability of providers to provide patients with access to their records, and the ability of patients to gain access to their records.."
A,21st Century Cures,IV,Delivery,,,4008.,GAO study on patient access to health information,"(1) (1) In general The Comptroller General of the United States (referred to in this section as the Comptroller General ) shall build on prior Government Accountability Office studies and other literature review and conduct a study to review patient access to their own protected health information, including barriers to such patient access and complications or difficulties providers experience in providing access to patients. In conducting such study, the Comptroller General shall consider the increase in adoption of health information technology and the increasing prevalence of protected health information that is maintained electronically.."
A,21st Century Cures,IV,Delivery,,,4008.,GAO study on patient access to health information,"(2) (2) Areas of concentration In conducting the review under paragraph (1), the Comptroller General shall consider— (A) (A) instances when covered entities charge individuals, including patients, third parties, and health care providers, for record requests, including records that are requested in an electronic format; (B) (B) examples of the amounts and types of fees charged to individuals for record requests, including instances when the record is requested to be transmitted to a third party; (C) (C) the extent to which covered entities are unable to provide the access requested by individuals in the form and format requested by the individual, including examples of such instances; (D) (D) instances in which third parties may request protected health information through patients’ individual right of access, including instances where such requests may be used to circumvent appropriate fees that may be charged to third parties; (E) (E) opportunities that permit covered entities to charge appropriate fees to third parties for patient records while providing patients with access to their protected health information at low or no cost; (F) (F) the ability of providers to distinguish between requests originating from an individual that require limitation to a cost-based fee and requests originating from third parties that may not be limited to cost-based fees; and (G) (G) other circumstances that may inhibit the ability of providers to provide patients with access to their records, and the ability of patients to gain access to their records.."
A,21st Century Cures,IV,Delivery,,,4008.,GAO study on patient access to health information,"(A) (A) instances when covered entities charge individuals, including patients, third parties, and health care providers, for record requests, including records that are requested in an electronic format;."
A,21st Century Cures,IV,Delivery,,,4008.,GAO study on patient access to health information,"(B) (B) examples of the amounts and types of fees charged to individuals for record requests, including instances when the record is requested to be transmitted to a third party;."
A,21st Century Cures,IV,Delivery,,,4008.,GAO study on patient access to health information,"(C) (C) the extent to which covered entities are unable to provide the access requested by individuals in the form and format requested by the individual, including examples of such instances;."
A,21st Century Cures,IV,Delivery,,,4008.,GAO study on patient access to health information,"(D) (D) instances in which third parties may request protected health information through patients’ individual right of access, including instances where such requests may be used to circumvent appropriate fees that may be charged to third parties;."
A,21st Century Cures,IV,Delivery,,,4008.,GAO study on patient access to health information,(E) (E) opportunities that permit covered entities to charge appropriate fees to third parties for patient records while providing patients with access to their protected health information at low or no cost;.
A,21st Century Cures,IV,Delivery,,,4008.,GAO study on patient access to health information,(F) (F) the ability of providers to distinguish between requests originating from an individual that require limitation to a cost-based fee and requests originating from third parties that may not be limited to cost-based fees; and.
A,21st Century Cures,IV,Delivery,,,4008.,GAO study on patient access to health information,"(G) (G) other circumstances that may inhibit the ability of providers to provide patients with access to their records, and the ability of patients to gain access to their records.."
A,21st Century Cures,IV,Delivery,,,4008.,GAO study on patient access to health information,"(b) (b) Report Not later than 18 months after the date of enactment of this Act, the Comptroller General shall submit a report to Congress on the findings of the study conducted under subsection (a).."
A,21st Century Cures,IV,Delivery,,,4009.,Improving Medicare local coverage determinations,"(a) (a) In general Section 1862(l)(5) of the Social Security Act ( 42 U.S.C. 1395y(l)(5) ) is amended by adding at the end the following new subparagraph: (D) (D) Local coverage determinations The Secretary shall require each Medicare administrative contractor that develops a local coverage determination to make available on the Internet website of such contractor and on the Medicare Internet website, at least 45 days before the effective date of such determination, the following information: (i) (i) Such determination in its entirety. (ii) (ii) Where and when the proposed determination was first made public. (iii) (iii) Hyperlinks to the proposed determination and a response to comments submitted to the contractor with respect to such proposed determination. (iv) (iv) A summary of evidence that was considered by the contractor during the development of such determination and a list of the sources of such evidence. (v) (v) An explanation of the rationale that supports such determination. .."
A,21st Century Cures,IV,Delivery,,,4009.,Improving Medicare local coverage determinations,"(D) (D) Local coverage determinations The Secretary shall require each Medicare administrative contractor that develops a local coverage determination to make available on the Internet website of such contractor and on the Medicare Internet website, at least 45 days before the effective date of such determination, the following information: (i) (i) Such determination in its entirety. (ii) (ii) Where and when the proposed determination was first made public. (iii) (iii) Hyperlinks to the proposed determination and a response to comments submitted to the contractor with respect to such proposed determination. (iv) (iv) A summary of evidence that was considered by the contractor during the development of such determination and a list of the sources of such evidence. (v) (v) An explanation of the rationale that supports such determination.."
A,21st Century Cures,IV,Delivery,,,4009.,Improving Medicare local coverage determinations,(i) (i) Such determination in its entirety..
A,21st Century Cures,IV,Delivery,,,4009.,Improving Medicare local coverage determinations,(ii) (ii) Where and when the proposed determination was first made public..
A,21st Century Cures,IV,Delivery,,,4009.,Improving Medicare local coverage determinations,(iii) (iii) Hyperlinks to the proposed determination and a response to comments submitted to the contractor with respect to such proposed determination..
A,21st Century Cures,IV,Delivery,,,4009.,Improving Medicare local coverage determinations,(iv) (iv) A summary of evidence that was considered by the contractor during the development of such determination and a list of the sources of such evidence..
A,21st Century Cures,IV,Delivery,,,4009.,Improving Medicare local coverage determinations,(v) (v) An explanation of the rationale that supports such determination..
A,21st Century Cures,IV,Delivery,,,4009.,Improving Medicare local coverage determinations,(b) (b) Effective date The amendment made by subsection (a) shall apply with respect to local coverage determinations that are proposed or revised on or after the date that is 180 days after the date of enactment of this Act..
A,21st Century Cures,IV,Delivery,,,4010.,Medicare pharmaceutical and technology ombudsman,"(d) (d) Pharmaceutical and technology ombudsman (1) (1) In general Not later than 12 months after the date of enactment of this paragraph, the Secretary shall provide for a pharmaceutical and technology ombudsman within the Centers for Medicare & Medicaid Services who shall receive and respond to complaints, grievances, and requests that— (A) (A) are from entities that manufacture pharmaceutical, biotechnology, medical device, or diagnostic products that are covered or for which coverage is being sought under this title; and (B) (B) are with respect to coverage, coding, or payment under this title for such products. (2) (2) Application The second sentence of subsection (c)(2) shall apply to the ombudsman under subparagraph (A) in the same manner as such sentence applies to the Medicare Beneficiary Ombudsman under subsection (c).."
