Number,Type,Congress,Title,Url,Sponsor,Subject,Text Access,Summary,Committees,Topics,Related Bills
63,HJRES,118,Providing for the appointment of Antoinette Bush as a citizen regent of the Board of Regents of the Smithsonian Institution.,https://api.congress.gov/v3/bill/118/hjres/63?format=xml,"Rep. Smith, Adrian [R-NE-3]",Government Operations and Politics,https://www.congress.gov/118/bills/hjres63/BILLS-118hjres63enr.xml,<p>This joint resolution provides for the appointment of Antoinette Bush as a citizen regent of the Board of Regents of the Smithsonian Institution.</p>,"['Rules and Administration Committee', 'Committee on House Administration']","['Federal officials', 'Museums, exhibitions, cultural centers', 'Smithsonian Institution']","['https://api.congress.gov/v3/bill/118/hjres/62?format=xml', 'https://api.congress.gov/v3/bill/118/hjres/64?format=xml', 'https://api.congress.gov/v3/bill/118/sjres/30?format=xml']"
3315,HR,118,National Guard and Reservists Debt Relief Extension Act of 2023,https://api.congress.gov/v3/bill/118/hr/3315?format=xml,"Rep. Cohen, Steve [D-TN-9]",Finance and Financial Sector,https://www.congress.gov/118/bills/hr3315/BILLS-118hr3315enr.xml,"<p><b>National Guard and Reservists Debt Relief Extension Act of 2023</b></p> <p>This act extends for an additional four years the exemption from the presumption of abuse means test under Chapter 7 (liquidation) bankruptcy for qualifying members of an Armed Forces reserve component or the National Guard. Specifically, members who, after September 11, 2001, are called to active duty or to perform a homeland defense activity for not less than 90 days qualify for this exemption. The exemption expires on December 19, 2023. </p>",['Judiciary Committee'],"['Bankruptcy', 'Consumer credit', 'Homeland security', 'Military personnel and dependents', 'National Guard and reserves']",['https://api.congress.gov/v3/bill/118/s/3328?format=xml']
788,S,118,Duck Stamp Modernization Act of 2023,https://api.congress.gov/v3/bill/118/s/788?format=xml,"Sen. Boozman, John [R-AR]",Public Lands and Natural Resources,https://www.congress.gov/118/bills/s788/BILLS-118s788enr.xml,"<p><strong>Duck Stamp Modernization Act of 2023</strong></p> <p>This act modifies provisions regarding the Migratory Bird Hunting and Conservation Stamp, commonly referred to as the <em>duck stamp</em>, including to allow an individual to be carrying an electronic stamp, rather than a paper stamp, at the time of taking waterfowl.</p> <p>The act requires states to issue electronic stamps at the time of purchase and the Department of the Interior to issue a paper stamp after March 10 each year to each individual who purchased an electronic stamp for the preceding waterfowl season. The electronic stamps are valid through the first June 30 after issuance.</p>",['Environment and Public Works Committee'],"['Birds', 'Digital media', 'Postal service', 'State and local government operations']",['https://api.congress.gov/v3/bill/118/hr/2872?format=xml']
2787,S,118,5G SALE Act,https://api.congress.gov/v3/bill/118/s/2787?format=xml,"Sen. Kennedy, John [R-LA]","Science, Technology, Communications",https://www.congress.gov/118/bills/s2787/BILLS-118s2787enr.xml,"<p><b>5G Spectrum Authority Licensing Enforcement Act or the 5G SALE Act</b></p> <p>This act temporarily authorizes the Federal Communications Commission (FCC) to process applications for licenses or permits for the use of specified bands of the electromagnetic spectrum that were auctioned on or before March 9, 2023. The authorization terminates 90 days after the enactment of the act.</p> <p>The FCC has not processed the licenses or permits for the previously auctioned spectrum because its authority to conduct auctions lapsed on March 9, 2023.</p>","['Commerce, Science, and Transportation Committee']","['Licensing and registrations', 'Radio spectrum allocation', 'Telephone and wireless communication']",['https://api.congress.gov/v3/bill/118/hr/5677?format=xml']
1226,HR,118,Wounded Warrior Access Act,https://api.congress.gov/v3/bill/118/hr/1226?format=xml,"Rep. Aguilar, Pete [D-CA-33]",Armed Forces and National Security,https://www.congress.gov/118/bills/hr1226/BILLS-118hr1226enr.xml,"<p><b>Wounded Warrior Access Act</b></p> <p>This act requires the Department of Veterans Affairs (VA) to establish and maintain a secure online tool or website to enable a claimant or their representative to make records requests related to VA claims and benefits. Requests for records must specify in which format the copy is desired. The VA must notify a requester within 10 days that their request has been received and must fulfill the request within 120 days.</p> <p>The act also requires the VA to ensure that each time a claimant logs in to a website or online tool of the VA, the website or online tool displays in plain language (1) a warning regarding violations of laws related to agents and attorneys, (2) a link to an online tool to report violations, (3) a link to an online tool to search for a VA-recognized agent or attorney, and (4) a link to a website or online tool providing final decisions on discipline of agents and attorneys for violations.</p>","[""Veterans' Affairs Committee"", ""Veterans' Affairs Committee""]","['Computer security and identity theft', 'Computers and information technology', 'Crime prevention', 'Disability assistance', 'Freedom of information', 'Government information and archives', 'Health information and medical records', 'Internet, web applications, social media', 'Personnel records', ""Veterans' pensions and compensation""]",['https://api.congress.gov/v3/bill/118/s/2803?format=xml']
366,HR,118,Korean American VALOR Act,https://api.congress.gov/v3/bill/118/hr/366?format=xml,"Rep. Takano, Mark [D-CA-39]",Armed Forces and National Security,https://www.congress.gov/118/bills/hr366/BILLS-118hr366enr.xml,"<p><b>Korean American Vietnam Allies Long Overdue for Relief Act or the Korean American VALOR Act</b></p> <p>This act expands eligibility for specified Department of Veterans Affairs (VA) benefits (e.g., medical and dental care) to certain veterans of the armed forces of South Korea who served in Vietnam between January 9, 1962, and May 7, 1975, or during a time period determined by the VA.</p> <p>The act authorizes the VA to furnish such benefits under an existing law, which requires (1) a request by South Korea, and (2) a reciprocity agreement that provides for reimbursement of expenses incurred by the VA for the provision of care. </p>","[""Veterans' Affairs Committee"", ""Veterans' Affairs Committee"", 'Health Subcommittee']","['Asia', 'Conflicts and wars', 'Health care coverage and access', 'Hospital care', 'South Korea', ""Veterans' medical care"", 'Vietnam']",['https://api.congress.gov/v3/bill/118/s/2648?format=xml']
423,HR,118,Pala Band of Mission Indians Land Transfer Act of 2023,https://api.congress.gov/v3/bill/118/hr/423?format=xml,"Rep. Issa, Darrell E. [R-CA-48]",Native Americans,https://www.congress.gov/118/bills/hr423/BILLS-118hr423enr.xml,"<p><b>Pala Band of Mission Indians Land Transfer Act of </b><strong></strong><b>2023</b></p> <p>This act directs the Department of the Interior to take approximately 721.12 acres of land in San Diego County, California, into trust for the benefit of the Pala Band of Mission Indians, if the tribe transfers title to that land to the United States. The land is made part of the Pala Indian Reservation.</p> <p>The act generally prohibits gaming on any of the land taken into trust.</p>",['Natural Resources Committee'],"['Federal-Indian relations', 'Gambling', 'Indian lands and resources rights', 'Land transfers']",['https://api.congress.gov/v3/bill/118/s/277?format=xml']
5860,HR,118,"Continuing Appropriations Act, 2024 and Other Extensions Act",https://api.congress.gov/v3/bill/118/hr/5860?format=xml,"Rep. Granger, Kay [R-TX-12]",Economics and Public Finance,https://www.congress.gov/118/bills/hr5860/BILLS-118hr5860enr.xml,"<p><strong>Continuing Appropriations Act, 2024 and Other Extensions Act</strong></p><p>This act provides continuing FY2024 appropriations to federal agencies through November 17, 2023, and provides emergency funding for disaster relief.</p><p>It also extends several expiring programs and authorities, including several Federal Aviation Administration programs, the National Flood Insurance Program, Federal Drug Administration user fees for animal drug applications, and several public health programs.</p><p>DIVISION A--CONTINUING APPROPRIATIONS ACT, 2024</p><p>This division provides continuing FY2024 appropriations to federal agencies through the earlier of November 17, 2023, or the enactment of the applicable appropriations act.</p><p>It is known as a continuing resolution (CR) and prevents a government shutdown that would otherwise occur if the FY2024 appropriations bills have not been enacted when FY2024 begins on October 1, 2023.</p><p>The CR funds most programs and activities at the FY2023 levels with several exceptions that provide funding flexibility and additional appropriations for various programs.</p><p>This division also provides emergency funding to respond to natural disasters.</p><p>(Sec. 101) This section provides FY2024 appropriations to federal agencies for continuing projects or activities at the levels and under the conditions included in specified FY2023 appropriations acts. The section also extends several immigration-related programs and specifies several exceptions.</p><p>(Sec. 102) This section prohibits the Department of Defense (DOD) from funding new or accelerated production of certain projects and other activities and certain multiyear procurements prior to the enactment of the regular annual appropriations act.</p><p>(Sec. 103) This section specifies that funds provided by Section 101 of this division shall be available to the extent and in the manner that would be provided in the pertinent appropriations act.</p><p>(Sec. 104) This section generally prohibits appropriations provided by Section 101 of this division from being used to initiate or resume any project or activity that was not funded during FY2023.</p><p>(Sec. 105) This section specifies that appropriations provided by the CR are to be used to conduct FY2024 activities and programs during the period of the CR.</p><p>(Sec. 106) This section continues the appropriations provided by this division through the earlier of November 17, 2023, or the enactment of the applicable appropriations act.</p><p>(Sec. 107) This section requires expenditures for activities funded in this division to be charged to the full-year appropriations bill and relevant account when the applicable appropriations bill becomes law.</p><p>(Sec. 108) This section waives the normal time limitations for submission and approval of apportionments of accounts funded in annual appropriations acts.</p><p>(Sec. 109) This section limits disbursements for programs that would otherwise have high initial rates of operation or would complete distribution of funding at the beginning of the fiscal year if those actions would impinge on final congressional funding prerogatives.</p><p>(Sec. 110) This section requires this division to be implemented so that only the most limited funding action permitted by this division is taken in order to provide for continuation of projects and activities.</p><p>(Sec. 111) This section continues funding for certain appropriated entitlements and other mandatory payments with budget authority provided in an FY2023 appropriations act at the rate necessary to maintain program levels under current law. It also provides authority to obligate funds for mandatory payments that are due up to 30 days following the expiration of the CR.</p><p>(Sec. 112) This section permits funding made available by this division for civilian personnel compensation and benefits in each department and agency to be apportioned at the rate necessary to avoid furloughs. It also requires all necessary actions to reduce or defer non-personnel-related administrative expenses to be taken prior to using this authority.</p><p>(Sec. 113) This section permits funds appropriated by this division to be obligated and expended notwithstanding specified statutory provisions restricting appropriations for foreign assistance, the Department of State, international broadcasting, and intelligence activities in the absence of prior authorizations.</p><p>(Sec. 114) This section extends designations of emergency requirements to funds provided by this division that previously carried those designations. (Emergency spending is generally exempt from discretionary spending limits.)</p><p>This section also extends other specified designations (e.g. disaster relief funds) to funds provided by this division. (These designations generally allow adjustments to discretionary spending limits to accommodate additional spending for specified purposes.)</p><p>(Sec. 115) This section sets forth requirements for the treatment of rescissions when federal agencies implement the funding levels provided by the CR.</p><p>(Sec. 116) This section allows the Department of Agriculture's (USDA's) Farm Service Agency to apportion funding for the Agricultural Credit Insurance Fund Program account at the rate necessary to accommodate approved applications for direct and guaranteed farm ownership loans.</p><p>(Sec. 117) This section allows USDA to apportion funding at the rate necessary to maintain activities for the Rural Housing Service's Rental Assistance Program.</p><p>(Sec. 118) This section allows USDA to apportion funding at the rate necessary to maintain participation in the Special Supplemental Nutrition Program for Women, Infants, and Children (WIC).</p><p>(Sec. 119) This section allows USDA to apportion funding at the rate necessary to maintain the current program caseload for the Commodity Supplemental Food Program.</p><p>(Sec. 120) This section extends various authorities under the Livestock Mandatory Reporting Act of 1999, which requires buyers of live cattle, swine, and lamb and sellers of wholesale beef, pork, and lamb to report prices, volumes, and other marketing characteristics to USDA's Agricultural Marketing Service.</p><p>(Sec. 121) This section allows the National Telecommunications and Information Administration to apportion funding for Salaries and Expenses at the rate necessary to administer broadband programs.</p><p>(Sec. 122) This section extends the availability of specified funds that were provided to the National Aeronautics and Space Administration (NASA) for Space Operations.</p><p>(Sec. 123) This section extends the U.S. Parole Commission through the duration of the CR.</p><p>(Sec. 124) This section allows DOD to obligate specified funds from the Shipbuilding and Conversion, Navy account for the procurement of one Columbia Class Submarine.</p><p>(Sec. 125) This section extends the authority for DOD to provide physical protection and personal security for certain former or retired DOD officials who face serious and credible threats arising from duties performed while employed by DOD.</p><p>(Sec. 126) This section provides additional funding to the Office of Personnel Management for Salaries and Expenses.</p><p>(Sec. 127) This section authorizes the District of Columbia to spend local funds at the rates set forth in the Fiscal Year 2024 Local Budget Act of 2023 for programs and activities that were funded in FY2023.</p><p>(Sec. 128) This section allows the Federal Emergency Management Agency (FEMA) to apportion funding for the Disaster Relief Fund at the rate necessary to carry out response and recovery activities under the Robert T. Stafford Disaster Relief and Emergency Assistance Act.</p><p>(Sec. 129) This section provides emergency funding to FEMA for the Disaster Relief Fund. It also requires specified funds to be transferred to the Office of the Inspector General for related audits and activities.</p><p>(Sec. 130) This section reauthorizes the National Flood Insurance Program through November 17, 2023.</p><p>(Sec. 131) This section extends the authority for the Department of Homeland Security's National Cybersecurity Protection System (commonly known as EINSTEIN) and related reporting requirements.</p><p>(Sec. 132) This section allows the Department of the Interior and the Forest Service to apportion funds at the rate necessary to continue funding a base salary increase for federal wildland firefighters.</p><p>(Sec. 133) This section extends funding for the Temporary Assistance for Needy Families (TANF) program.</p><p>(Sec. 134) This section extends the authority for DOD to obligate funds for certain military construction projects.</p><p>(Sec. 135) This section extends the authority for the Department of State and the U.S. Agency for International Development to hire certain Personal Service Contractors.</p><p>(Sec. 136) This section extends the term of a member of the board of the Millennium Challenge Corporation.</p><p>(Sec. 137) This section makes additional funding available to the Federal Aviation Administration for the personnel and related expenses funded by the Facilities and Equipment account.</p><p>DIVISION B--OTHER MATTERS</p><p>TITLE I--EXTENSIONS AND OTHER MATTERS</p><p>(Sec. 2101) This section extends through November 17, 2023, certain provisions of the Compact of Free Association with the Federated States of Micronesia (FSM) that provide grants and other financial assistance for the FSM.</p><p>The section also extends the authority for certain federal programs and services in the FSM and the Republic of the Marshall Islands until new federal programs and services agreements take effect.</p><p>(Sec. 2102) This section extends the deadlines for the Department of the Interior to issue proposed and final regulations pursuant to negotiated rulemaking for the Tribal Self-Governance Program. (The PROGRESS for Indian Tribes Act revised Interior's process for approving self-governance compacts and funding agreements with tribes. The act also authorized a negotiated rulemaking committee to negotiate and promulgate regulations for its implementation.)</p><p>TITLE II--FAA EXTENSION</p><p>This title temporarily extends specific Federal Aviation&nbsp;Administration (FAA) programs and activities.</p><p>Subtitle A--Federal Aviation Programs</p><p>(Sec. 2201) This section extends through December 31, 2023, the Airport Improvement Program (AIP). This program provides grants for planning, development, and noise compatibility projects at or associated with certain public-use airports.</p><p>(Sec. 2202) This section extends through December 31, 2023, certain expiring Department of Transportation (DOT) and FAA authorities and programs.</p><p>This section extends through December 31, 2023, the authority of DOT to provide insurance and reinsurance for the federal government for risks from operating an aircraft and providing related goods or services.</p><p>This section extends through December 31, 2023, the FAA's Unmanned Aircraft Systems (UAS) Test Site Program, which provides verification of the safety of public and civil UAS, operations, and related navigation procedures before their integration into the national airspace system.</p><p>This section extends through December 31, 2023, the authority of DOT to provide exemptions from some requirements for UAS by using a risk-based approach to determine if certain UAS may operate safely in the national airspace system.</p><p>This section extends through December 31, 2023, the FAA's airport safety and airspace hazard mitigation and enforcement program to test and evaluate technologies or systems that detect and mitigate potential aviation safety risks posed by UAS.</p><p>This section extends through December 31, 2023, competitive access disclosure requirements for AIP grant applications for large and medium hub airports. Specifically, an airport must provide assurances to DOT that it will report if it has been unable to accommodate one or more requests by an air carrier for access to gates or other facilities at that airport in order to provide service or expanded service.</p><p>This section extends authorization through December 31, 2023, for AIP grants for airports located in the Republic of the Marshall Islands, the Federated States of Micronesia, and the Republic of Palau.</p><p>This section extends authorization through December 31, 2023, for the FAA AIP supplementary discretionary funds for grants for airport or terminal development projects.</p><p>This section extends through December 31, 2023, AIP grant authorization for compatible land use planning and projects by state and local governments. Airport-compatible land uses are those that can coexist with a nearby airport without constraining the safe and efficient operation of the airport, or exposing people living or working nearby to significant environmental impacts.</p><p>This section extends through December 31, 2023, authorization for the AIP non-movement area surveillance surface display systems pilot grant program. These systems use on-airport sensors to track vehicles or aircraft that are equipped with transponders on portions of the airfield surface that are not under the control of air traffic control.</p><p>This section extends through December 31, 2023, authorization for the FAA weather reporting programs.</p><p>This section extends through January 1, 2024, a <em>learning period </em>(i.e., moratorium) that applies to certain DOT commercial spaceflight safety regulations governing the design or operation of a launch vehicle to protect the health and safety of crew, government astronauts, and space flight participants.</p><p>This section extends through December 31, 2023, authority for DOT to enter into a reimbursable agreement with the Department of Interior for the purpose of funding airport development at Midway Island Airport.</p><p>This section extends through December 31, 2023, the termination date for a final order establishing mileage and adjustment eligibility under the Essential Air Service Program using the most commonly used route between the place and the nearest medium hub airport or large hub airport. (DOT established the program to ensure that small communities that were served by certificated air carriers before the Airline Deregulation Act of 1978 would continue to receive scheduled passenger service.)</p><p>This section extends through December 31, 2023, the moratorium on discontinuing the FAA Contract Weather Observer Program at any airport.</p><p>This section extends through December 31, 2023, the authority for the FAA remote tower pilot program. A remote tower is a remotely operated air navigation facility, including all necessary system components, that provides the functions and capabilities of an air traffic control tower whereby air traffic services are provided to operators at an airport from a location that may not be on or near the airport.</p><p>This section extends through December 31, 2023, the authority for DOT to provide AIP grants for airport access roads in certain remote locations and for storage facilities for certain snow removal and safety equipment.</p><p>This section extends through December 31, 2023, the authority for the FAA's UAS remote detection and identification pilot program. Under the program, the FAA uses available remote detection or identification technologies for safety oversight, including enforcement actions against operators of UAS that are not in compliance with federal aviation laws and regulations.</p><p>This section extends through December 31, 2023, the authority for the Aviation Consumer Protection Advisory Committee, which advises DOT in carrying out activities relating to airline customer service improvements.</p><p>This section extends through December 31, 2023, the requirement that the Aviation Consumer Advocate at DOT submit an annual report to Congress summarizing aviation consumer complaints and recommendations.</p><p>This section extends through December 31, 2023, the authority for the FAA Air Carrier Access Act Advisory Committee to address the needs of passengers with disabilities.</p><p>This section extends through December 31, 2023, the authority for an FAA pilot program to provide air traffic control services on a preferential basis to aircraft equipped with certain Next Generation Air Transportation System (NextGen) avionics.</p><p>This section extends through December 31, 2023, the pilot program that allows AIP funds to be used for activities related to the redevelopment of airport properties.</p><p>(Sec. 2203) This section reauthorizes through December 31, 2023, FAA salaries, operations, and maintenance.</p><p>Further, this section extends through December 31, 2023, DOT's authority to reduce the FAA's expenses for non-safety-related activities if DOT determines that the funding levels are insufficient to meet the FAA's authorized salary, operations and maintenance expenses.</p><p>(Sec. 2204) This section extends through December 31, 2023, the FAA's authority to acquire, establish, and improve air navigation facilities and equipment.</p><p>(Sec. 2205) This section extends through December 31, 2023, the FAA's authority to conduct civil aviation research, engineering, and development.</p><p>(Sec. 2206) This section reauthorizes through December 31, 2023, the FAA Essential Air Service Program.</p><p>Further, this section reauthorizes through December 31, 2023, the Small Community Air Service Development Program, a DOT grant program designed to help small communities address air service and airfare issues.</p><p>Subtitle B--Aviation Revenue Provisions</p><p>(Sec. 2211) This section extends through December 31, 2023, the FAA's authority for expenditures from the Airport and Airway Trust Fund (AATF). The AATF is the primary funding source for all major FAA accounts that fund federal aviation programs, with the remainder coming from general fund appropriations.</p><p>(Sec. 2212) This section extends through December 31, 2023, the authority for the FAA to collect various taxes and fees to fund the AATF, including taxes on aviation fuel and airline tickets.</p><p>Subtitle C--Expiring Counter-UAS 12 Authorities</p><p>(Sec. 2221) This section extends through November 18, 2023, the authority of the Department of Homeland Security and the Department of Justice to take certain actions to mitigate a credible threat to certain facilities or assets from an unmanned aircraft system (UAS). These include certain facilities that are located in the United States and identified as high-risk and a potential target for unlawful UAS activity.</p><p>TITLE III--HEALTH AND HUMAN SERVICES</p><p>Subtitle A--Animal Drug and Animal Generic Drug User Fee Amendments</p><p>This subtitle reauthorizes the Food and Drug Administration (FDA) to collect fees for brand-name and generic animal drug applications through FY2028. Animal drugs are drugs that are intended for animals other than humans (e.g., pets and livestock). Animal drugs must be approved by the FDA before they may be offered on the commercial market. The FDA is authorized to collect fees for animal drug applications in order to support its regulatory activities; this authority currently expires at the end of FY2023.</p><p>Chapter 1--Fees Relating to Animal Drugs</p><p><em>Animal Drug User Fee Amendments of 2023</em></p><p>(Sec. 2302) This section updates statutory references to mutual agreements between the United States and the European Union regarding animal drug manufacturing to include specific mutual recognition agreements between the United States and the European Union and between the United States and the United Kingdom.</p><p>(Sec. 2303) This section reauthorizes the FDA to collect fees for brand-name animal drug applications through FY2028 and makes related updates to fee calculations.</p><p>(Sec. 2304) This section updates FDA reporting requirements to reflect the reauthorization.</p><p>(Sec. 2305) This section provides that current law continues to apply with respect to fees for brand-name animal drug applications that were accepted by the FDA before October 1, 2023.</p><p>(Sec. 2306) This section provides that the fee changes apply to brand-name animal drug applications that are received on or after October 1, 2023.</p><p>(Sec. 2307) This section provides that the fee authorizations expire on October 1, 2028, and that related reporting requirements expire on January 31, 2029.</p><p>Chapter 2--Fees Relating to Generic Animal Drugs</p><p><em>Animal Generic Drug User Fee Amendments of 2023</em></p><p>(Sec. 2312) This section reauthorizes the FDA to collect fees for generic animal drug applications through FY2028 and makes related updates to fee calculations. It also provides for a specific fee for requests to establish generic investigational new animal drug files and requires other application fees to be adjusted accordingly.</p><p>(Sec. 2313) This section updates FDA reporting requirements to reflect the reauthorization.</p><p>(Sec. 2314) This section provides that current law continues to apply with respect to fees for generic animal drug applications that were accepted by the FDA before October 1, 2023.</p><p>(Sec. 2315) This section provides that the fee changes apply to generic animal drug applications that are received on or after October 1, 2023.</p><p>(Sec. 2316) This section provides that the fee authorizations expire on October 1, 2028, and that related reporting requirements expire on January 31, 2029.</p><p>Subtitle B--Public Health Extenders</p><p>(Sec. 2321) This section extends through November 17, 2023, funding for the Teaching Health Center Graduate Medical Education Program, the Community Health Center Fund, and the National Health Services Corps. (The program supports education and training of medical students in primary care residency programs in community-based ambulatory patient care centers. The fund supports (1) grants for outpatient health care facilities that serve medically underserved populations; and (2) the National Health Service Corps, which provides scholarships and student loan repayment awards to health care providers who agree to work in areas with health care provider shortages.)</p><p>(Sec. 2322) This section extends funding through November 17, 2023, for the Special Diabetes Program for Type I Diabetes and the Special Diabetes Program for Indians. (The Special Diabetes Program for Type I Diabetes supports research on the prevention and cure of Type I diabetes, and the Special Diabetes Program for Indians supports diabetes treatment and prevention for tribal populations.)</p><p>Subtitle C--Necessary Authorities to Respond to Threats</p><p>(Sec. 2331) This section extends through November 17, 2023, the authority of the Department of Health and Human Services (HHS) to directly appoint candidates to positions within the National Disaster Medical System if HHS determines the number of personnel in the system is insufficient to address a public health emergency or potential public health emergency. Currently, the authorization expires on September 30, 2023.</p><p>The National Disaster Medical System is a partnership between HHS, the Department of Defense, and other federal departments that responds to public health and other emergencies, including by deploying medical response teams.</p><p>(Sec. 2332) This section extends through November 17, 2023, the authority that allows states and tribes to request the temporary reassignment of state and local health department personnel who are funded through certain federal programs to immediately address a public health emergency. Currently, the authorization expires on September 30, 2023.</p><p>(Sec. 2333) This section extends through November 17, 2023, the National Advisory Committee on Children and Disasters, the National Advisory Committee on Seniors and Disasters, and the National Advisory Committee on Individuals with Disabilities and Disasters. Currently, these committees terminate on September 30, 2023.</p><p>Subtitle D--Medicaid</p><p>(Sec. 2341) This section delays reductions to Medicaid disproportionate-share hospital (DSH) allotments until November 18, 2023. (DSHs are hospitals that receive additional payments under Medicaid for treating a large share of low-income patients.)</p><p>(Sec. 2342) This section reduces the amount of funding available to the Medicaid Improvement Fund for activities relating to mechanized claims systems beginning in FY2028.</p><p>Subtitle E--Human Services</p><p>(Sec. 2351) This section funds through November 17, 2023, programs that support child welfare services and activities. Specifically, it funds the (1) Stephanie Tubbs Jones Child Welfare Service Program, which provides grants to states and Indian tribes to support preventive interventions and other activities to keep families together; and (2) the MaryLee Allen Promoting Safe and Stable Families Program, which supports efforts to prevent the unnecessary separation of children from their families, improve quality of care and services to children and their families, and ensure permanent living arrangements for children (e.g., parental reunification or adoption).</p><p>(Sec. 2352) This section extends funding through November 17, 2023, for the Sexual Risk Avoidance Education Program. This program supports projects to implement sexual risk avoidance education that teaches participants to voluntarily refrain from nonmarital sexual activities.</p><p>(Sec. 2353) This section extends funding through November 17, 2023, for the Personal Responsibility Education Program. This program provides grants to states to educate young people about abstinence and contraception for prevention of pregnancy and sexually transmitted infections. The program also supports pregnant and parenting youth.</p><p>TITLE IV-- BUDGETARY EFFECTS</p><p>(Sec. 2401) This section exempts the budgetary effects of this division from (1) the Statutory Pay-As-You-Go Act of 2010 (PAYGO Act), (2) the Senate PAYGO rule, and (3) certain budget scorekeeping rules.</p>","['Ways and Means Committee', 'Budget Committee', 'Appropriations Committee']","['ASEAN countries', 'Abortion', 'Access Board', 'Accounting and auditing', 'Administrative Conference of the U.S.', 'Administrative law and regulatory procedures', 'Adoption and foster care', 'Advanced technology and technological innovations', 'Advisory bodies', 'Afghanistan', 'Africa', 'African Development Foundation', 'Aging', 'Agricultural conservation and pollution', 'Agricultural education', 'Agricultural insurance', 'Agricultural marketing and promotion', 'Agricultural research', 'Alabama']","['https://api.congress.gov/v3/bill/118/hr/1418?format=xml', 'https://api.congress.gov/v3/bill/118/hr/5711?format=xml', 'https://api.congress.gov/v3/bill/118/s/1308?format=xml', 'https://api.congress.gov/v3/bill/118/s/1844?format=xml', 'https://api.congress.gov/v3/bill/118/hr/6503?format=xml']"
5110,HR,118,Protecting Hunting Heritage and Education Act,https://api.congress.gov/v3/bill/118/hr/5110?format=xml,"Rep. Green, Mark E. [R-TN-7]",Education,https://www.congress.gov/118/bills/hr5110/BILLS-118hr5110enr.xml,"<p><b>Protecting Hunting Heritage and Education Act</b></p> <p>This act authorizes the use of federal elementary and secondary education funds to purchase or use dangerous weapons for purposes of providing students with educational instruction or educational enrichment activities, such as archery, hunting, other shooting sports, or culinary arts. </p> <p>Current law prohibits the use of these funds to provide any person with a dangerous weapon or training in the use of a dangerous weapon. The act specifies that this prohibition shall not apply to the use of these funds for permissible program activities that provide students with educational instruction or educational enrichment activities, such as archery, hunting, other shooting sports, or culinary arts.</p>",['Education and Workforce Committee'],"['Elementary and secondary education', 'Firearms and explosives', 'Hunting and fishing', 'Outdoor recreation', 'School athletics']","['https://api.congress.gov/v3/bill/118/s/2735?format=xml', 'https://api.congress.gov/v3/bill/118/s/2828?format=xml']"
112,S,118,"A bill to amend title 38, United States Code, to strengthen benefits for children of Vietnam veterans born with spina bifida, and for other purposes.",https://api.congress.gov/v3/bill/118/s/112?format=xml,"Sen. Braun, Mike [R-IN]",Armed Forces and National Security,https://www.congress.gov/118/bills/s112/BILLS-118s112enr.xml,"<p>This act addresses Department of Veterans Affairs (VA) benefits and care for certain children with spina bifida or other birth defects. The act requires the VA to provide health care, job training, and monetary benefits for the duration of the child's life. The act covers a child, regardless of age or marital status, who (1) has spina bifida and is the natural child of a Vietnam veteran or a veteran of specified service in Korea or Thailand who was conceived after the date on which the veteran entered service in Vietnam, Korea, or Thailand; or (2) has certain birth defects and is the natural child of a woman Vietnam veteran.</p> <p>The act requires the VA to establish an advisory council on health care and benefits for covered children. Additionally, the VA must establish care and coordination teams for covered children. At least every 180 days, the teams must conduct outreach to ensure the continued care of the children and assist with any necessary changes in care. </p> <p>The VA must report to Congress a list of conditions that will trigger outreach to covered children and must attempt to contact such children as soon as practicable after the identification of a condition.</p> <p>The Veterans Benefits Administration and the Veterans Health Administration must enter into a memorandum of understanding to better assist covered children.</p>","[""Veterans' Affairs Committee""]","['Asia', 'Birth defects', 'Conflicts and wars', 'Military personnel and dependents', 'Musculoskeletal and skin diseases', ""Veterans' pensions and compensation"", 'Vietnam']",['https://api.congress.gov/v3/bill/118/hr/3888?format=xml']
475,S,118,"A bill to designate the clinic of the Department of Veterans Affairs in Gallup, New Mexico, as the Hiroshi ""Hershey"" Miyamura VA Clinic.",https://api.congress.gov/v3/bill/118/s/475?format=xml,"Sen. Heinrich, Martin [D-NM]",Armed Forces and National Security,https://www.congress.gov/118/bills/s475/BILLS-118s475enr.xml,"<p>This act designates the clinic of the Department of Veterans Affairs in Gallup, New Mexico, as the Hiroshi &quot;Hershey&quot; Miyamura Department of Veterans Affairs Clinic or the Hiroshi &quot;Hershey&quot; Miyamura VA Clinic.</p>","[""Veterans' Affairs Committee""]","['Department of Veterans Affairs', 'Government buildings, facilities, and property', 'Health facilities and institutions', 'Home and outpatient care', 'New Mexico', ""Veterans' medical care""]",['https://api.congress.gov/v3/bill/118/hr/1590?format=xml']
