Number,Type,Congress,Title,Url,Summary,Committees,Topics,Related Bills,Sponsor,Subject,Text Access
8717,HR,118,"To designate the facility of the United States Postal Service located at 20 West Main Street in Santaquin, Utah, as the ""SGT Bill Hooser Post Office Building"".",https://api.congress.gov/v3/bill/118/hr/8717?format=xml,"<p>This act designates the facility of the U.S. Postal Service located at 20 West Main Street in Santaquin, Utah, as the SGT&nbsp;Bill Hooser Post Office Building.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Congressional tributes', 'Government buildings, facilities, and property', 'Postal service', 'Utah']",,"Rep. Owens, Burgess [R-UT-4]",Government Operations and Politics,https://www.congress.gov/118/bills/hr8717/BILLS-118hr8717enr.xml
8667,HR,118,"To rename the community-based outpatient clinic of the Department of Veterans Affairs in Cadillac, Michigan, as the ""Duane E. Dewey VA Clinic"".",https://api.congress.gov/v3/bill/118/hr/8667?format=xml,"<p>This act designates the outpatient clinic of the Department of Veterans Affairs in Cadillac, Michigan, as the Duane E. Dewey Department of Veterans Affairs Clinic or the Duane E. Dewey VA Clinic.</p>","[""Veterans' Affairs Committee"", ""Veterans' Affairs Committee"", 'Health Subcommittee']","['Congressional tributes', 'Government buildings, facilities, and property', 'Michigan', ""Veterans' medical care""]",,"Rep. Moolenaar, John R. [R-MI-2]",Armed Forces and National Security,https://www.congress.gov/118/bills/hr8667/BILLS-118hr8667enr.xml
8666,HR,118,"To amend title 28, United States Code, to authorize holding court for the Central Division of Utah in Moab and Monticello.",https://api.congress.gov/v3/bill/118/hr/8666?format=xml,<p>This act adds Moab and Monticello to the list of places where court must be held in the Central Division of the U.S. District Court of Utah.</p>,"['Judiciary Committee', 'Judiciary Committee']","['Federal district courts', 'Utah']","https://api.congress.gov/v3/bill/118/hr/2910?format=xml, https://api.congress.gov/v3/bill/118/hr/9625?format=xml, https://api.congress.gov/v3/bill/118/s/4199?format=xml","Rep. Maloy, Celeste [R-UT-2]",Law,https://www.congress.gov/118/bills/hr8666/BILLS-118hr8666enr.xml
8641,HR,118,"To designate the facility of the United States Postal Service located at 401 Main Street in Brawley, California, as the ""Walter Francis Ulloa Memorial Post Office Building"".",https://api.congress.gov/v3/bill/118/hr/8641?format=xml,"<p>This act designates the facility of the U.S. Postal Service located at 401 Main Street in Brawley, California, as the Walter Francis Ulloa Memorial Post Office Building.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['California', 'Congressional tributes', 'Government buildings, facilities, and property', 'Postal service']",,"Rep. Ruiz, Raul [D-CA-25]",Government Operations and Politics,https://www.congress.gov/118/bills/hr8641/BILLS-118hr8641enr.xml
8057,HR,118,"To designate the facility of the United States Postal Service located at 9317 Bolsa Avenue in Westminster, California, as the ""Little Saigon Vietnam War Veterans Memorial Post Office"".",https://api.congress.gov/v3/bill/118/hr/8057?format=xml,"<p>This act designates the facility of the U.S. Postal Service located at 9317 Bolsa Avenue in Westminster, California, as the Little Saigon Vietnam War Veterans Memorial Post Office.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['California', 'Congressional tributes', 'Government buildings, facilities, and property', 'Postal service']",,"Rep. Steel, Michelle [R-CA-45]",Government Operations and Politics,https://www.congress.gov/118/bills/hr8057/BILLS-118hr8057enr.xml
8012,HR,118,Jackie Robinson Ballpark National Commemorative Site Act,https://api.congress.gov/v3/bill/118/hr/8012?format=xml,No summary available,"['Natural Resources Committee', 'Federal Lands Subcommittee']","['Athletes', 'Congressional oversight', 'Florida', 'Government studies and investigations', 'Historic sites and heritage areas', 'Parks, recreation areas, trails', 'Professional sports', 'Racial and ethnic relations', 'U.S. history']",https://api.congress.gov/v3/bill/118/s/4125?format=xml,"Rep. Waltz, Michael [R-FL-6]",Public Lands and Natural Resources,https://www.congress.gov/118/bills/hr8012/BILLS-118hr8012enr.xml
7938,HR,118,Klamath Basin Water Agreement Support Act of 2024,https://api.congress.gov/v3/bill/118/hr/7938?format=xml,No summary available,"['Natural Resources Committee', 'Water, Wildlife and Fisheries Subcommittee']","['California', 'Congressional oversight', 'Electric power generation and transmission', 'Fishes', 'Industrial facilities', 'Intergovernmental relations', 'Lakes and rivers', 'Land transfers', 'Oregon', 'State and local government operations', 'Water use and supply', 'Watersheds']",https://api.congress.gov/v3/bill/118/s/482?format=xml,"Rep. Bentz, Cliff [R-OR-2]",Water Resources Development,https://www.congress.gov/118/bills/hr7938/BILLS-118hr7938enr.xml
7893,HR,118,"To designate the facility of the United States Postal Service located at 306 Pickens Street in Marion, Alabama, as the ""Albert Turner, Sr. Post Office Building"".",https://api.congress.gov/v3/bill/118/hr/7893?format=xml,"<p>This act designates the facility of the U.S. Postal Service located at 306 Pickens Street in Marion, Alabama, as the Albert Turner, Sr. Post Office Building.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Alabama', 'Congressional tributes', 'Government buildings, facilities, and property', 'Postal service', ""Veterans' organizations and recognition""]",,"Rep. Sewell, Terri A. [D-AL-7]",Government Operations and Politics,https://www.congress.gov/118/bills/hr7893/BILLS-118hr7893enr.xml
7607,HR,118,"To designate the facility of the United States Postal Service located at Block 1025, Lots 18 & 19, Northeast Corner of US Route 9 South and Main Street in the Township of Middle, County of Cape May, New Jersey, as the ""George Henry White Post Office Building"".",https://api.congress.gov/v3/bill/118/hr/7607?format=xml,"<p>This act designates the facility of the U.S. Postal Service located at Block 1025, Lots 18 &amp; 19, Northeast Corner of U.S. Route 9 South and Main Street in the Township of Middle, County of Cape May, New Jersey, as the George Henry White Post Office Building.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Congressional tributes', 'Government buildings, facilities, and property', 'New Jersey', 'Postal service']",,"Rep. Van Drew, Jefferson [R-NJ-2]",Government Operations and Politics,https://www.congress.gov/118/bills/hr7607/BILLS-118hr7607enr.xml
7606,HR,118,"To designate the facility of the United States Postal Service located at 1087 Route 47 South in Rio Grande, New Jersey, as the ""Carlton H. Hand Post Office Building"".",https://api.congress.gov/v3/bill/118/hr/7606?format=xml,"<p>This act designates the facility of the U.S. Postal Service located at 1087 Route 47 South in Rio Grande, New Jersey, as the Carlton H. Hand Post Office Building.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Congressional tributes', 'Government buildings, facilities, and property', 'New Jersey', 'Postal service']",,"Rep. Van Drew, Jefferson [R-NJ-2]",Government Operations and Politics,https://www.congress.gov/118/bills/hr7606/BILLS-118hr7606enr.xml
7508,HR,118,"To designate the facility of the United States Postal Service located at 1285 Emancipation Highway in Fredericksburg, Virginia, as the ""Gladys P. Todd Post Office"".",https://api.congress.gov/v3/bill/118/hr/7508?format=xml,"<p>This act&nbsp;designates the facility of the U.S. Postal Service located at 1285 Emancipation Highway in Fredericksburg, Virginia, as the Gladys P. Todd Post Office.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Congressional tributes', 'Government buildings, facilities, and property', 'Postal service', 'Virginia']",,"Rep. Spanberger, Abigail Davis [D-VA-7]",Government Operations and Politics,https://www.congress.gov/118/bills/hr7508/BILLS-118hr7508enr.xml
7507,HR,118,"To designate the facility of the United States Postal Service located at 203 East 6th Street in Lexington, Nebraska, as the ‘William E. and Elsie L. Barrett Post Office Building.",https://api.congress.gov/v3/bill/118/hr/7507?format=xml,"<p>This act designates the facility of the U.S. Postal Service located at 203 East 6th Street in Lexington, Nebraska, as the William E. and Elsie L. Barrett Post Office Building.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Congressional tributes', 'Government buildings, facilities, and property', 'Nebraska', 'Postal service']",https://api.congress.gov/v3/bill/118/s/3839?format=xml,"Rep. Smith, Adrian [R-NE-3]",Government Operations and Politics,https://www.congress.gov/118/bills/hr7507/BILLS-118hr7507enr.xml
7417,HR,118,"To designate the facility of the United States Postal Service located at 135 West Spring Street in Titusville, Pennsylvania, as the ""Edwin L. Drake Post Office Building"".",https://api.congress.gov/v3/bill/118/hr/7417?format=xml,"<p>This act designates the facility of the U.S. Postal Service located at 135 West Spring Street in Titusville, Pennsylvania, as the Edwin L. Drake Post Office Building.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Congressional tributes', 'Government buildings, facilities, and property', 'Pennsylvania', 'Postal service']",,"Rep. Kelly, Mike [R-PA-16]",Government Operations and Politics,https://www.congress.gov/118/bills/hr7417/BILLS-118hr7417enr.xml
7385,HR,118,"To designate the facility of the United States Postal Service located at 29 Franklin Street in Petersburg, Virginia, as the ""John Mercer Langston Post Office Building"".",https://api.congress.gov/v3/bill/118/hr/7385?format=xml,"<p>This act designates the facility of the U.S. Postal Service located at 29 Franklin Street in Petersburg, Virginia, as the John Mercer Langston Post Office Building.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Congressional tributes', 'Government buildings, facilities, and property', 'Postal service', 'Virginia']",,"Rep. McClellan, Jennifer L. [D-VA-4]",Government Operations and Politics,https://www.congress.gov/118/bills/hr7385/BILLS-118hr7385enr.xml
